name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url	x	delegate1	delegate2	geometry
神田らぁめん悠 （神田らぁめんHARUKA）	3.60	新日本橋駅	03-3274-5333	東京都中央区日本橋室町4-2-15 1F	35.68960190381129	139.77166209737058	[月～土] 11:00～24:00 [日・祝] 11:00～15:00	不定休	14席 （カウンター１４席）	https://tabelog.com/tokyo/A1302/A130202/13189756/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/48135/48135494.jpg?token=39bf431&api=v2	1	0	0	POINT (139.7716620973706 35.68960190381129)
火の豚 人形町駅前店	3.60	人形町駅	不明の為情報お待ちしております	東京都中央区人形町3-7-14	35.68624521569149	139.7816847528714	［月～金］11:30～15:00（L.O.14:50）／17:00～21:00（L.O.20:50）［土］11:30～15:00（L.O.14:50）　※材料切れ次第終了	日曜日	7席 （カウンター席のみ）	https://tabelog.com/tokyo/A1302/A130204/13218617/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118127/118127652.jpg?token=aa38548&api=v2	1	0	0	POINT (139.7816847528714 35.68624521569149)
日本橋麺処こはる	3.60	三越前駅	03-6262-0732	東京都中央区日本橋室町1-13-5 1F	35.68633342057496	139.77487114801283	11:00～15:0017:00～21:00	日曜日（祝日は営業）	11席	https://tabelog.com/tokyo/A1302/A130202/13215661/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119386/119386327.jpg?token=d49ebfe&api=v2	1	0	0	POINT (139.7748711480128 35.68633342057496)
ひるがお 東京駅店	3.59	東京駅	03-3213-7000	東京都千代田区丸の内1-9-1 東京駅一番街 B1F 東京ラーメンストリート内	35.680226528692934	139.7683093960124	[月～日]10:30～23:30(L.O.23:00)	無休	22席 （カウンター*8、テーブル*14）	https://tabelog.com/tokyo/A1302/A130201/13093048/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/114619/114619092.jpg?token=bbfbf3c&api=v2	1	0	0	POINT (139.7683093960124 35.68022652869293)
つじ田 日本橋八重洲店	3.59	日本橋駅	03-3527-9373	東京都中央区八重洲1-4-6 八重洲境井ビル 1F	35.682488219679406	139.77162937205983	[月～金］11:00～23:00［土・日・祝］11:00～21:00	不定休	16席 （カウンター席のみ）	https://tabelog.com/tokyo/A1302/A130202/13158035/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/27796/27796870.jpg?token=e45611d&api=v2	1	1	0	POINT (139.7716293720598 35.68248821967941)
ちよがみ	3.58	東京駅	03-3211-8833	東京都千代田区丸の内1-9-1 東京駅一番街 B1F	35.681786543020856	139.76676064204713	9:30～23:00(L.O.22:30)	無休	25席 （カウンター 9席、テーブル 16席）	https://tabelog.com/tokyo/A1302/A130201/13183570/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/49496/49496875.jpg?token=823ff92&api=v2	1	0	0	POINT (139.7667606420471 35.68178654302086)
支那麺 はしご 入船店 （しなめんはしご）	3.58	新富町駅	03-3553-2905	東京都中央区入船2-2-13 ライオンズマンション入船　山口ビル	35.671583905267454	139.77591229619568	[月～金]11:00～翌3:00[土・日・祝]11:00～21:00	無休	33席	https://tabelog.com/tokyo/A1302/A130203/13007684/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/3336/3336304.jpg?token=0721369&api=v2	1	1	0	POINT (139.7759122961957 35.67158390526745)
ど・みそ 八丁堀店	3.57	宝町駅	050-5590-4500	東京都中央区八丁堀3-9-6	35.674991293551656	139.7744789250213	[月～金]11:00～23:00(22:30L.O）[土・日･祝]11:00～21:30(21:00L.O) 各材料がなくなり次第終了	無休	43席 （カウンター席10席　2Fテーブル席20席　平日ランチ営業のみ3Fテーブル席13席）	https://tabelog.com/tokyo/A1302/A130203/13108681/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/48122/48122625.jpg?token=6d55b4b&api=v2	1	0	0	POINT (139.7744789250213 35.67499129355166)
博多麺房 赤のれん 丸の内店 （はかためんぼうあかのれん）	3.57	二重橋前駅	03-3201-4775	東京都千代田区丸の内2-4-1 丸の内ビルディング 6F	35.68095769879173	139.76424200049277	月～土 11:00～23:00（LO22：30）日 11:00～22:00（LO21：30）	無休	45席	https://tabelog.com/tokyo/A1302/A130201/13010547/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/67/67820.jpg?token=7d1e4fb&api=v2	1	0	0	POINT (139.7642420004928 35.68095769879173)
汁なし担担麺ピリリ	3.57	水天宮前駅	070-3201-4649	東京都中央区日本橋人形町2-15-17 海老原ビル２F	35.684692396042706	139.78568171464102	11:00-15:00, 18:00-22:00（L.O）日曜・祝日も上記時間帯で営業年末年始は変則となります。別途お知らせ致します。	なし（年末年始はお休みを頂きます。事前にHPなどでお知らせします）	23席 （カウンター３席、テーブル４席×3、ソファーテーブル席８席）	https://tabelog.com/tokyo/A1302/A130204/13197440/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116677/116677667.jpg?token=bbf5d4e&api=v2	1	0	0	POINT (139.785681714641 35.68469239604271)
麺画廊 英 （ハナブサ）	3.57	水天宮前駅	03-6661-9932	東京都中央区日本橋人形町2-35-2	35.6851398589569	139.78629858725225	[火～金] 11:30～14:00 （L.O.13:45）18:00～22:00 （L.O.21:45）[土・日・祝]11:30～14:30 （L.O.14:15）※時間内に終了することもございます。	月曜日(祝日も含む)	9席 （カウンター5席・テーブル2席×2）	https://tabelog.com/tokyo/A1302/A130204/13167149/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/74046/74046097.jpg?token=bf44d04&api=v2	1	0	0	POINT (139.7862985872522 35.6851398589569)
らーめん バリ男 日本橋店 （BARIO）	3.56	日本橋駅	03-6225-2252	東京都中央区日本橋2-9-2	35.68133673452778	139.7749699809726	[月～金]　11:00～23:00[土・日・祝]　11:00～15:00　17:00～21:00		12席 （カウンター12席）	https://tabelog.com/tokyo/A1302/A130202/13132347/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/114938/114938701.jpg?token=5dcbe9b&api=v2	1	0	0	POINT (139.7749699809726 35.68133673452778)
東京煮干し らーめん玉	3.56	東京駅	03-6551-2205	東京都千代田区丸の内1-9-1 東京駅一番街 B1F 東京ラーメンストリート	35.68022228541462	139.76787839901658	10:30～23:00 LO 22:30	無休（元日を除く）	30席	https://tabelog.com/tokyo/A1302/A130201/13227565/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/96274/96274490.jpg?token=4da43df&api=v2	1	0	0	POINT (139.7678783990166 35.68022228541462)
室壱羅麺 （むろいちらーめん）	3.55	三越前駅	03-3279-0866	東京都中央区日本橋室町1-12-12 水島ビル 1F	35.68593403082365	139.77555666502465	[月～金]11:00～15:00／18:00～21:30（L.O.）[土・祝]11:00～15:00（L.O.）	日曜日	16席 （カウンター4席、テーブル12席）	https://tabelog.com/tokyo/A1302/A130202/13091594/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119058/119058884.jpg?token=05ba03c&api=v2	1	0	0	POINT (139.7755566650247 35.68593403082365)
むぎとオリーブ 日本橋店	3.55	三越前駅	03-6225-2705	東京都中央区日本橋室町2-3-1 コレド室町2 B1F	35.68702556760461	139.774804732772	10:00～21:00	不定休(CREDO室町2に準ずる)	30席	https://tabelog.com/tokyo/A1302/A130202/13205568/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/81849/81849987.jpg?token=b8c35c1&api=v2	1	0	0	POINT (139.774804732772 35.68702556760461)
中華そば 三浦	3.53	人形町駅	03-6231-0842	東京都中央区日本橋小網町13-8	35.683310235842704	139.78076885295752	月〜金11:30-15:0018:00-22:30(L.O.21:30)*土日祝定休日	土日祝定休日	28席 （カウンター10席、テーブル18席）	https://tabelog.com/tokyo/A1302/A130204/13167259/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/40052/40052455.jpg?token=2b531bc&api=v2	1	0	0	POINT (139.7807688529575 35.6833102358427)
つじ田 味噌の章 東京駅店	3.53	東京駅	03-6551-2028	東京都千代田区丸の内 1-9-1 東京駅一番街 B1F ラーメンストリート	35.680391434231474	139.7678922789649	10:30～23:00(L.O.22:30)		27席	https://tabelog.com/tokyo/A1302/A130201/13227817/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/96274/96274301.jpg?token=984f2fd&api=v2	1	0	0	POINT (139.7678922789649 35.68039143423147)
銀座 篝 大手町店	3.53	大手町駅	03-3278-7330	東京都千代田区大手町1-9-2 大手町フィナンシャルシティグランキューブ B1F	35.68852800761415	139.76466772769638	11:00〜22:00		22席	https://tabelog.com/tokyo/A1302/A130201/13195336/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118316/118316767.jpg?token=ed58937&api=v2	1	1	0	POINT (139.7646677276964 35.68852800761415)
あづま軒	3.53	人形町駅	03-3666-1984	東京都中央区日本橋人形町2-3-8	35.68503260729752	139.78395656447282	[月～金]11:30～15:0018:00～22:00(L.O.21:30フード、ドリンク共に)[土] 第2、第4、第5土曜日の昼は一階のみの営業)11:30〜15:0018:00〜21:00(第3土曜日の夜は完全定休、所により不定休)	日曜・祝日	24席	https://tabelog.com/tokyo/A1302/A130204/13043682/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119496/119496497.jpg?token=6542f9f&api=v2	1	0	0	POINT (139.7839565644728 35.68503260729752)
えびそば 一幻 八重洲地下街店 （イチゲン）	3.52	東京駅	03-3548-8833	東京都中央区八重洲2-1 八重洲地下街 外堀地下2番通り	35.678613016888974	139.76809539953285	11:00～22:00(L.O)	年中無休	16席 （カウンター8席、テーブル4席×2）	https://tabelog.com/tokyo/A1302/A130201/13208370/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118404/118404388.jpg?token=6a4c496&api=v2	1	0	0	POINT (139.7680953995329 35.67861301688897)
寿限無 担々麺	3.52	人形町駅	03-6661-2176	東京都中央区日本橋堀留町1-8-15	35.68715788351616	139.78097865838052	[月～金]11:00～16:0017:30～23:00[土・祝]11:00～16:0017:30～21:00	日曜日	16席 （カウンター6席、2人テーブル×5卓）	https://tabelog.com/tokyo/A1302/A130204/13214367/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118470/118470185.jpg?token=cd50aa5&api=v2	1	0	0	POINT (139.7809786583805 35.68715788351616)
九州じゃんがら 日本橋店	3.51	日本橋駅	03-3281-0701	東京都中央区日本橋1-7-7	35.683250155027025	139.77577427052333	[月～木] 10:45～23:30 [金] 10:45～23:45 [土・日・祝] 10:45～23:00	無休	19席	https://tabelog.com/tokyo/A1302/A130202/13000538/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/102904/102904678.jpg?token=640a9e4&api=v2	1	0	0	POINT (139.7757742705233 35.68325015502703)
中華そば 福味 ＫＩＴＴＥ店	3.51	東京駅	03-6812-2922	東京都千代田区丸の内2-7-2 KITTE	35.679840055399865	139.7650917036055	平日11:00~22:00土・日・祝11:00~21:00	元日・法令点検日		https://tabelog.com/tokyo/A1302/A130201/13231657/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117147/117147662.jpg?token=48e37fe&api=v2	1	0	0	POINT (139.7650917036055 35.67984005539986)
東京スタイル鶏らーめん ど・みそ鶏	3.50	宝町駅	050-5594-8898	東京都中央区京橋1‐17‐12 吉住ビル 1F	35.67776820439068	139.77365664323548	[月～金]11:00～23:00(22:30L.O）[土]ランチ 11:00～14:00(L.O)各材料がなくなり次第終了	日曜・祝日	30席 （貸切要相談！！）	https://tabelog.com/tokyo/A1302/A130202/13216576/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/79943/79943848.jpg?token=88e15e9&api=v2	1	0	0	POINT (139.7736566432355 35.67776820439068)
中国屋台十八番 新川店	3.49	八丁堀駅	03-3553-1081	東京都中央区新川2-7-7 クレール八重洲通りビル　1F	35.67577465158804	139.7806900397883	[月～金]11:30〜14:3018:00～22:30(フードLO)21:50[土]11:30～14:00(材料切れによる早仕舞い有り)	日曜・祝日・第2・第4土曜日	50席	https://tabelog.com/tokyo/A1302/A130203/13039208/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118041/118041194.jpg?token=65870db&api=v2	1	1	0	POINT (139.7806900397883 35.67577465158804)
はやし	3.79	渋谷駅	03-3770-9029	東京都渋谷区道玄坂1-14-9 ソシアル道玄坂　１Ｆ	35.65732296056167	139.69811246961893	11:30～15:30※スープが無くなり次第終了	日曜・祝日 2018/9/6臨時休業	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1303/A130301/13003367/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119479/119479524.jpg?token=85f78fe&api=v2	1	1	1	POINT (139.6981124696189 35.65732296056167)
喜楽 （きらく）	3.78	神泉駅	03-3461-2032	東京都渋谷区道玄坂2-17-6	35.65902109041858	139.6968619397345	11:30～20:30	水曜	27席 （1階：カウンター7席　　2階：テーブル20席）	https://tabelog.com/tokyo/A1303/A130301/13001705/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115121/115121687.jpg?token=4e76424&api=v2	1	0	0	POINT (139.6968619397345 35.65902109041858)
おおぜき中華そば店	3.76	恵比寿駅	03-3780-3116	東京都渋谷区恵比寿西1-9-4 小熊ビル 1Ｆ	35.646990904287186	139.70795573895398	【平日・土】11:00～15:00 17:00〜22:00【日・祝】11:00〜14:00	無休（※お盆正月を除く）	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1303/A130302/13147623/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86564/86564276.jpg?token=dd0c026&api=v2	1	1	1	POINT (139.707955738954 35.64699090428719)
うさぎ	3.72	神泉駅	03-3464-4111	東京都渋谷区神泉町8-13 アーガス霜田ビル 1F	35.65570249867415	139.6935520896335	［月～金］11:30～14:30（L.O.）／18:00～22:00（L.O.）［土］11:30～14:30（L.O.）	日曜日、祝日（2019年GWは日曜日以外は営業）	11席 （カウンター１１席）	https://tabelog.com/tokyo/A1303/A130301/13041115/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/24664/24664002.jpg?token=aea110c&api=v2	1	1	0	POINT (139.6935520896335 35.65570249867415)
らーめん 穀雨 （コクウ、KOKŪ）	3.71	渋谷駅	03-3770-7709	東京都渋谷区桜丘町29-5 石島ビル 1F	35.65507766720205	139.6993741348816	【平日】12:00～15:00（L.O.）18:00〜20:00（L.O.）【土】※第１第３土曜は休み12:00～15:00（L.O.）	日曜・祝日・第１第３土曜	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1303/A130301/13149719/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/66704/66704030.jpg?token=5b94c10&api=v2	1	0	0	POINT (139.6993741348816 35.65507766720205)
つなぎ	3.68	恵比寿駅	050-5872-6450	東京都渋谷区恵比寿1-4-1 アーバンハウス 1F	35.647727277575925	139.7115717936262	11:30～23:00【年末年始の営業時間】12/30　15時まで営業12/31～1/5　休業1/6～通常営業	不定休	12席	https://tabelog.com/tokyo/A1303/A130302/13157556/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/24114/24114805.jpg?token=122c7e1&api=v2	1	1	0	POINT (139.7115717936262 35.64772727757592)
鬼そば　藤谷	3.67	渋谷駅	03-5428-0821	東京都渋谷区宇田川町24-6 渋ビルヂング 5F	35.6602793329787	139.69937000684186	11:30～14:50、17:00～21:30スープ切れ終了あり日曜日11:30～14:50 17:00～20:50	木曜日	14席 （カウンター6席、テーブル2人席×4）	https://tabelog.com/tokyo/A1303/A130301/13147342/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/43984/43984868.jpg?token=323fd74&api=v2	1	0	0	POINT (139.6993700068419 35.6602793329787)
蔭山樓　 恵比寿店 （カゲヤマロウ）	3.66	恵比寿駅	050-5570-2063	東京都渋谷区恵比寿3-2-2	35.6453295811904	139.71745197122772	[月～金〕ランチ ：11:30～15:00（L.O.14:30）ディナー：18:00～22:00（L.O.21:30）[土日祭]ランチ ：11:30～15:00（L.O.14:30）ディナー：17:00～22:00（L.O.21:30）	年末年始	26席 （テーブル20席、カウンター6席）	https://tabelog.com/tokyo/A1303/A130302/13136424/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/31681/31681267.jpg?token=a4748cf&api=v2	1	1	0	POINT (139.7174519712277 35.6453295811904)
中華ソバ 櫻坂 （桜坂 さくらざか）	3.64	渋谷駅	03-3770-1102	東京都渋谷区桜丘町17-10 吉野ビル 1F	35.656238898111994	139.7010754380719	【平日・土】11:00～23:00	日曜	14席 （カウンター席のみ）	https://tabelog.com/tokyo/A1303/A130301/13008320/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72119/72119432.jpg?token=fb1d27e&api=v2	1	0	0	POINT (139.7010754380719 35.65623889811199)
炙り味噌らーめん 麺匠 真武咲弥 渋谷店 （SHINBUSAKIYA）	3.63	神泉駅	03-6416-3778	東京都渋谷区道玄坂2-10-3	35.65783621403991	139.69668367575986	［日～木]11:00～翌4:00（Lo.3:45）[金・土・祝前日]11:00～翌6:00（Lo.5:45）	なし	28席 （１Ｆ：カウンター10席／テーブル6席、２Ｆ：カウンター4席／テーブル8席）	https://tabelog.com/tokyo/A1303/A130301/13109578/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99799/99799654.jpg?token=3401497&api=v2	1	0	0	POINT (139.6966836757599 35.65783621403991)
麺の坊 砦 （めんのぼうとりで）	3.63	神泉駅	03-3780-4450	東京都渋谷区神泉町20-23	35.65716591616554	139.69142858749728	11:00～翌3:00（L.O.翌2:40）	水曜日	26席 （カウンター11席、大テーブル10席、小テーブル5席）	https://tabelog.com/tokyo/A1303/A130301/13003402/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/21935/21935965.jpg?token=0973394&api=v2	1	0	0	POINT (139.6914285874973 35.65716591616554)
